Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
6YBW9LXE,journalArticle,2024,"Uema, Ryotaro; Hayashi, Yoshito; Kizu, Takashi; Igura, Takumi; Ogiyama, Hideharu; Yamada, Takuya; Takeda, Risato; Nagai, Kengo; Inoue, Takuya; Yamamoto, Masashi; Yamaguchi, Shinjiro; Kanesaka, Takashi; Yoshihara, Takeo; Kato, Minoru; Yoshii, Shunsuke; Tsujii, Yoshiki; Shinzaki, Shinichiro; Takehara, Tetsuo",A novel artificial intelligence-based endoscopic ultrasonography diagnostic system for diagnosing the invasion depth of early gastric cancer,JOURNAL OF GASTROENTEROLOGY,,"0944-1174, 1435-5922",10.1007/s00535-024-02102-1,https://link.springer.com/10.1007/s00535-024-02102-1 https://link.springer.com/content/pdf/10.1007/s00535-024-02102-1.pdf,"Background We developed an artificial intelligence (AI)-based endoscopic ultrasonography (EUS) system for diagnosing the invasion depth of early gastric cancer (EGC), and we evaluated the performance of this system.Methods A total of 8280 EUS images from 559 EGC cases were collected from 11 institutions. Within this dataset, 3451 images (285 cases) from one institution were used as a development dataset. The AI model consisted of segmentation and classification steps, followed by the CycleGAN method to bridge differences in EUS images captured by different equipment. AI model performance was evaluated using an internal validation dataset collected from the same institution as the development dataset (1726 images, 135 cases). External validation was conducted using images collected from the other 10 institutions (3103 images, 139 cases).Results The area under the curve (AUC) of the AI model in the internal validation dataset was 0.870 (95% CI: 0.796-0.944). Regarding diagnostic performance, the accuracy/sensitivity/specificity values of the AI model, experts (n = 6), and nonexperts (n = 8) were 82.2/63.4/90.4%, 81.9/66.3/88.7%, and 68.3/60.9/71.5%, respectively. The AUC of the AI model in the external validation dataset was 0.815 (95% CI: 0.743-0.886). The accuracy/sensitivity/specificity values of the AI model (74.1/73.1/75.0%) and the real-time diagnoses of experts (75.5/79.1/72.2%) in the external validation dataset were comparable.Conclusions Our AI model demonstrated a diagnostic performance equivalent to that of experts.",Jul-24,2025/4/23 17:57,2025/4/23 19:51,,543-555,,7,59,,J. Gastroenterol.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 13 Place: Tokyo Publisher: Springer Japan Kk Web of Science ID: WOS:001215578600002,,,,Early gastric cancer; Artificial intelligence; Deep learning; CONVENTIONAL ENDOSCOPY; Endoscopic ultrasonography; EUS; 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPNU9TB4,journalArticle,2020,"Xiao, Hai-Fan; Yan, Shi-Peng; Li, Ji-Gang; Shi, Zhao-Hui; Zou, Yan-Hua; Xu, Ke-Kui; Liao, Xian-Zhen",Development and external validation of a nomogram to predict the risk of Upper gastrointestinal precancerous lesions in a non-high-incidence area,CANCER MEDICINE,,2045-7634,10.1002/cam4.3462,https://onlinelibrary.wiley.com/doi/10.1002/cam4.3462 https://onlinelibrary.wiley.com/doi/pdf/10.1002/cam4.3462,"Background Upper gastrointestinal precancerous lesions (UGPL) is the major preventable disease in non-high-incidence area. A prognostic nomogram was constructed to predict and identity susceptible population of UGPL before endoscope screening. Methods We recruited 300 ,016 eligible participants for upper gastrointestinal cancer (UGC) screening aged 40-74 years from two cities in Hunan province from 2012 to 2019. Individuals at high risk of UGC on basis of questionnaire estimation underwent endoscopic screening. Participants in two cities accepting endoscopy were used as training and external validation cohorts, respectively. A nomogram was developed based on independent prognostic factors of UGPL determined in multivariable logistic regression analysis. Results Of 35, 621 with high risk for UGC, 10, 364 subjects undertook endoscopy (participation rate of 29.1%). The detection rate for UGPL was 4.55%. The nomogram showed that age, gender, mental trama, picked food, and atrophic gastritis history in a descending order were significant contributors to UGPL risk. The C-index value of internal and external validation of the model is 0.612 and 0.670, respectively. The calibration data for UGPL showed optimal agreement between the nomogram prediction and actual observation. Furthermore, high-risk and low-risk group divided based on score from the nomogram predicted a significantly distinct detection rate. Conclusion The nomogram provides screening workers a simple and accurate tool for identifying individuals at a higher risk of UGPL as primary screening before endoscopy among Chinese population in non-high-risk areas, thus reducing the incidence of UGC by improving the UGPL detection.",Nov-20,2025/4/23 17:57,2025/4/23 20:02,,8722-8732,,22,9,,Cancer Med.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 11 Place: Hoboken Publisher: Wiley Web of Science ID: WOS:000569479000001,,,,CHINA; EPIDEMIOLOGY; nomogram; GASTRIC-CANCER; ESOPHAGEAL CANCER; external validation; endoscopy screening; non-high-incidence area; upper gastrointestinal precancerous lesions; 545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXZ73A4Q,journalArticle,2019,"Oh, Seung-Young; Lee, Jeong-Hwan; Lee, Hyuk-Joon; Kim, Tae Han; Huh, Yeon-Ju; Ahn, Hye-Seong; Suh, Yun-Suhk; Kong, Seong-Ho; Kim, Ga Hee; Ahn, Su Joa; Kim, Se Hyung; Choi, Yunhee; Yang, Han-Kwang",Natural History of Gastric Cancer: Observational Study of Gastric Cancer Patients Not Treated During Follow-Up,ANNALS OF SURGICAL ONCOLOGY,,"1068-9265, 1534-4681",10.1245/s10434-019-07455-z,http://link.springer.com/10.1245/s10434-019-07455-z http://link.springer.com/content/pdf/10.1245/s10434-019-07455-z.pdf,"Background Understanding the natural progression of untreated gastric cancer is critical for determining the disease prognosis as well as treatment options and timing. The aim of this study is to analyze the natural history of gastric cancer. Patients and Methods We included patients with gastric cancer who had not received any treatment and were staged using endoscopy/endoscopic ultrasonography and computed tomography on at least two follow-up visits during intervals of nontreatment. Tumor volumes were also measured in addition to the staging. Survival of each stage at diagnosis was also analyzed. Results A total of 101 patients were included. The mean follow-up period was 35.1 +/- 34.4 months. The gastric cancer doubling time was 11.8 months for T1 and 6.2 months for T4. The progression time from early gastric cancer to advanced gastric cancer was 34 months. It decreased as the stages advanced: from 34 months between tumor-nodes-metastasis stage I and II to 1.8 months between stage III and IV. No variable was identified as a risk factor for cancer progression. The 5-year survival rates of untreated patients were 46.2% in stage I and 0% in stage II, stage III, and stage IV. Conclusions The progression and doubling times of gastric cancer shorten as the stages advance. Objective data reported in this study can be a critical factor in determining treatment timing and screening interval.",Sep-19,2025/4/23 17:57,2025/4/23 20:05,,2905-2911,,9,26,,Ann. Surg. Oncol.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 7 Place: New York Publisher: Springer Web of Science ID: WOS:000478894200036,,,,Gastric cancer; ADENOCARCINOMA; SURVIVAL; Doubling time; LONG-TERM; Natural history; Progression; Survival benefit; 655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED9HNQQ2,journalArticle,2020,"Gong, Xuyang; Zhang, Heng","Diagnostic and prognostic values of anti-helicobacter pylori antibody combined with serum CA724, CA19-9, and CEA for young patients with early gastric cancer",JOURNAL OF CLINICAL LABORATORY ANALYSIS,,"0887-8013, 1098-2825",10.1002/jcla.23268,https://onlinelibrary.wiley.com/doi/10.1002/jcla.23268 https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcla.23268,"Background To investigate the value of anti-helicobacter pylori (Hp) antibody, serum carbohydrate antigen (CA)-724, CA19-9, and carcinoembryonic antigen (CEA) in the diagnosis and prognosis evaluation of young patients with early gastric cancer. Methods A total of 200 young patients with gastric cancer from April 2014 to December 2015 were enrolled. A total of 206 patients with gastritis and 204 healthy subjects were also selected. Gastric cancer patients were followed up for 3 years, and the number of recurrences, metastasis, and death was recorded. Results The positive rate of anti-Hp antibody, CA724, CA19-9, and CEA in young patients with early gastric cancer were significantly higher than those in gastritis and healthy subjects (P < .05), and was positively correlated with tumor stage, tumor size, and lymph node metastasis (P < .05). The predicting model was as follows: Logit (P) = 26.433-3.014(CA724)-3.908(CA19-9)-0.303(CEA)-2.208(anti-Hp antibody, Positive = 1; Negative = 0). This model had a high value in identifying young patients with early gastric cancer with AUC of 0.918, and the estimated probability was .806. Compared to patients with negative anti-Hp antibody and low serum levels of CA724, CA19-9, and CEA, the recurrence rate, metastasis rate, and mortality of patients with positive anti-Hp antibody, high serum levels of CA724, CA19-9, and CEA increased significantly (P < .05). Conclusion This study indicated that anti-Hp antibody combined with CA724, CA19-9, and CEA had important value in the identification of young patients with early gastric cancer and were of great value in evaluating the risk of postoperative recurrence, metastasis, and death.",Jul-20,2025/4/23 17:57,2025/4/23 20:03,,e23268,,7,34,,J. Clin. Lab. Anal.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 8 Place: Hoboken Publisher: Wiley Web of Science ID: WOS:000517321200001,,,,gastric cancer; diagnosis; CLINICAL-SIGNIFICANCE; prognosis; helicobacter pylori; carbohydrate antigen; 601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGCZLNJ3,journalArticle,2024,"Fukuda, Kensuke; Mizukami, Kazuhiro; Yamaguch, Daisuke; Tanaka, Yuichiro; Hashiguchi, Kazutoshi; Akutagawa, Takashi; Shimoda, Ryo; Suzuki, Sho; Miike, Tadashi; Sumida, Yorinobu; Maeda, Hidehito; Sasaki, Fumisato; Gushima, Ryosuke; Miyamoto, Hideaki; Hashiguchi, Keiichi; Yamaguchi, Naoyuki; Ohira, Tetsuya; Kinjo, Tetsu; Ohnita, Ken; Moriyama, Tomohiko; Ohtsu, Kensei; Aso, Akira; Ogawa, Ryo; Ueo, Tetsuya; Fukuda, Masahide",Analysis of clinicopathological factors associate with the visibility of early gastric cancer in endoscopic examination and usefulness of linked color imaging: A multicenter prospective study,PLoS ONE,,1932-6203,10.1371/journal.pone.0312385,https://dx.plos.org/10.1371/journal.pone.0312385 https://dx.plos.org/10.1371/journal.pone.0312385,"Background This study investigated clinicopathological factors associated with the visibility of early gastric cancer and the efficacy of linked color imaging. Methods Patients with early gastric cancer who underwent endoscopic treatment between April 2021 and July 2022 were enrolled. All cases underwent white light imaging and linked color imaging. Three experts evaluated lesion visibility using a visual analog scale. A mean score >= 3 on white light imaging was defined as ""good visibility"", and <3 as ""poor visibility"". We extracted patient information and endoscopic and pathological data for the lesion and background mucosa, analyzed factors associated with the visibility of early gastric cancer, and compared visibility between white light imaging and linked color imaging. Results Ninety-seven lesions were analyzed, with good visibility in 49 and poor visibility in 48. Multivariate analysis revealed small lesion size (odds ratio 1.89) and presence of endoscopic intestinal metaplasia (odds ratio 0.49) as significantly associated with the poor visibility of early gastric cancer. Mean visibility score was significantly higher for linked color imaging (P<0.001). Mean score for linked color imaging was significantly higher in the poor visibility group (P<0.001), but not significantly different in the good visibility group (P = 0.292). Mean score was significantly higher with linked color imaging in cases with endoscopic intestinal metaplasia (P = 0.0496) and lesions <20 mm in diameter (<10 mm, P = 0.002; 10-20 mm, P = 0.004). Conclusions Lesion size and endoscopic intestinal metaplasia are associated with the visibility of early gastric cancer in white light imaging. Linked color imaging improves visibility of gastric cancer with these factors.",2024/11/5,2025/4/23 17:57,2025/4/23 19:50,,e0312385,,11,19,,PLoS One,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 15 Place: San Francisco Publisher: Public Library Science Web of Science ID: WOS:001349526900012,,,,ADENOCARCINOMA; CELL-PREDOMINANT TYPE; HELICOBACTER-PYLORI ERADICATION; INTESTINAL METAPLASIA; RESECTION; SURFACE; THERAPY; 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3MG4JCIQ,journalArticle,2022,"Oura, Hirotaka; Matsumura, Tomoaki; Fujie, Mai; Ishikawa, Tsubasa; Nagashima, Ariki; Shiratori, Wataru; Tokunaga, Mamoru; Kaneko, Tatsuya; Imai, Yushi; Oike, Tsubasa; Yokoyama, Yuya; Akizue, Naoki; Ota, Yuki; Okimoto, Kenichiro; Arai, Makoto; Nakagawa, Yuki; Inada, Mari; Yamaguchi, Kazuya; Kato, Jun; Kato, Naoya",Development and evaluation of a double-check support system using artificial intelligence in endoscopic screening for gastric cancer,GASTRIC CANCER,,"1436-3291, 1436-3305",10.1007/s10120-021-01256-8,https://link.springer.com/10.1007/s10120-021-01256-8 https://link.springer.com/content/pdf/10.1007/s10120-021-01256-8.pdf,"Background This study aimed to prevent missing gastric cancer and point out low-quality images by developing a double-check support system (DCSS) for esophagogastroduodenoscopy (EGD) still images using artificial intelligence. Methods We extracted 12,977 still EGD images from 855 cases with cancer [821 with early gastric carcinoma (EGC) and 34 malignant lymphoma (ML)] and developed a lesion detection system using 10,994 images. The remaining images were used as a test dataset. Additional validation was performed using a new dataset containing 50 EGC and 1,200 non-GC images by comparing the interpretation of ten endoscopists (five trainees and five experts). Furthermore, we developed another system to detect low-quality images, which are not suitable for diagnosis, using 2198 images. Results In the validation of 1983 images from the 124 cancer cases, the DCSS diagnosed cancer with a sensitivity of 89.2%, positive predictive value (PPV) of 93.3%, and an accuracy of 83.3%. EGC was detected in 93.2% and ML in 92.5% of cases. Comparing with the endoscopists, sensitivity was significantly higher in the DCSS, and the average diagnostic time was significantly shorter using the DCSS than that by the trainees. The sensitivity, specificity, PPV, and accuracy in detecting low-quality images were 65.8%, 93.1%, 79.6%, and 85.2% for ""Blur"" and 57.8%, 91.7%, 82.2%, and 78.1% for ""Mucus adhesion,"" respectively. Conclusions The DCSS showed excellent capability in detecting lesions and pointing out low-quality images.",Mar-22,2025/4/23 17:57,2025/4/23 19:57,,392-400,,2,25,,Gastric Cancer,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 9 Place: New York Publisher: Springer Web of Science ID: WOS:000707971200001,,,,DIAGNOSIS; Gastric cancer; Artificial intelligence; STOMACH-CANCER; NETWORKS; JAPAN; White light endoscopy; MORTALITY REDUCTION; Low-quality image; MALIGNANT-TRANSFORMATION; Screening endoscopy; 394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2FZMA2ZT,journalArticle,2021,"Jia, Sinong; Xie, Li; Li, Lei; Qian, Ying; Wang, Jie; Wang, Suna; Zhang, Weituo; Qian, Biyun",Values of liquid biopsy in early detection of cancer: results from meta-analysis,EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,,"1473-7159, 1744-8352",10.1080/14737159.2021.1910025,https://www.tandfonline.com/doi/full/10.1080/14737159.2021.1910025 https://www.tandfonline.com/doi/pdf/10.1080/14737159.2021.1910025,"Background There is tremendous interest in the development of liquid biopsy techniques, but the potential role of liquid biopsy for the early detection of cancer has not yet been elucidated. We aim to explore the performance of liquid biopsy in the early diagnosis of cancer. Methods A systematic review was conducted of liquid biopsy in cancer early detection. Meta-regression was carried out to explore the source of heterogeneity and publication bias was also evaluated. Results Overall, there were six types of biomarkers and 17 studies focusing on liquid biopsy in the early detection of cancer, 7 studies in ctDNA, 5 studies in cfDNA, 2 studies in CTC, and the other three studies used circulating nucleosome, microRNA, and multiple biomarkers, respectively. Pooled sensitivity and specificity of liquid biopsy in cancer early detection was 0.76 (95%CI:0.67-0.83) and 0.92 (95%CI:0.86-0.96) and the area under the SROC curve was 0.91 (95%CI:0.88-0.93). Conclusions The current evidence shows that liquid biopsy has relatively low sensitivity and high specificity in cancer early detection. Among all these biomarkers, cfDNA may have potentially promising value in cancer early detection, thereby supporting further study of cancer early detection. Study Registration The study is registered at PROSPERO (Identifier number: CRD42020137205).",2021/4/3,2025/4/23 17:57,2025/4/24 16:31,,417-427,,4,21,,Expert Rev. Mol. Diagn.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,"Num Pages: 11 Place: Abingdon Publisher: Taylor & Francis Ltd Web of Science ID: WOS:000641523000001 TLDR: The current evidence shows that liquid biopsy has relatively low sensitivity and high specificity in cancer early detection and cfDNA may have potentially promising value in cancerEarly detection, thereby supporting further study of cancer early Detection.",,,,473; Cancer; DNA; early detection; liquid biopsy; meta-analysis; sensitivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CHFCFK2,journalArticle,2020,"Kanai, Misaki; Togo, Ren; Ogawa, Takahiro; Haseyama, Miki",Chronic atrophic gastritis detection with a convolutional neural network considering stomach regions,WORLD JOURNAL OF GASTROENTEROLOGY,,"1007-9327, 2219-2840",10.3748/wjg.v26.i25.3650,https://www.wjgnet.com/1007-9327/full/v26/i25/3650.htm https://www.wjgnet.com/1007-9327/full/v26/i25/3650.htm,"BACKGROUND The risk of gastric cancer increases in patients withHelicobacter pylori-associated chronic atrophic gastritis (CAG). X-ray examination can evaluate the condition of the stomach, and it can be used for gastric cancer mass screening. However, skilled doctors for interpretation of X-ray examination are decreasing due to the diverse of inspections. AIM To evaluate the effectiveness of stomach regions that are automatically estimated by a deep learning-based model for CAG detection. METHODS We used 815 gastric X-ray images (GXIs) obtained from 815 subjects. The ground truth of this study was the diagnostic results in X-ray and endoscopic examinations. For a part of GXIs for training, the stomach regions are manually annotated. A model for automatic estimation of the stomach regions is trained with the GXIs. For the rest of them, the stomach regions are automatically estimated. Finally, a model for automatic CAG detection is trained with all GXIs for training. RESULTS In the case that the stomach regions were manually annotated for only 10 GXIs and 30 GXIs, the harmonic mean of sensitivity and specificity of CAG detection were 0.955 +/- 0.002 and 0.963 +/- 0.004, respectively. CONCLUSION By estimating stomach regions automatically, our method contributes to the reduction of the workload of manual annotation and the accurate detection of the CAG.",2020/7/7,2025/4/23 17:57,2025/4/23 20:02,,3650-3659,,25,26,,World J. Gastroenterol.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 10 Place: Pleasanton Publisher: Baishideng Publishing Group Inc Web of Science ID: WOS:000554453400011,,,,RISK; HELICOBACTER-PYLORI INFECTION; CANCER; Helicobacter pylori; Deep learning; Convolutional neural network; Chronic atrophic gastritis; Computer-aided diagnosis; Gastric cancer risk; Gastric X-ray images; 561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STJACSAE,journalArticle,2016,"Barreto, Savio G.; Windsor, John A.",Redefining early gastric cancer,SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,,"0930-2794, 1432-2218",10.1007/s00464-015-4184-z,http://link.springer.com/10.1007/s00464-015-4184-z http://link.springer.com/content/pdf/10.1007/s00464-015-4184-z,"Background The problem is that current definitions of early gastric cancer allow the inclusion of regional lymph node metastases. The increasing use of endoscopic submucosal dissection to treat early gastric cancer is a concern because regional lymph nodes are not addressed. The aim of the study was thus to critically evaluate current evidence with regard to tumour-specific factors associated with lymph node metastases in ""early gastric cancer"" to develop a more precise definition and improve clinical management. Methods A systematic and comprehensive search of major reference databases (MEDLINE, EMBASE, PubMed and the Cochrane Library) was undertaken using a combination of text words ""early gastric cancer"", ""lymph node metastasis"", ""factors"", ""endoscopy"", ""surgery"", ""lymphadenectomy"" ""mucosa"", ""submucosa"", ""lymphovascular invasion"", ""differentiated"", ""undifferentiated"" and ""ulcer"". All available publications that described tumour-related factors associated with lymph node metastases in early gastric cancer were included. Results The initial search yielded 1494 studies, of which 42 studies were included in the final analysis. Over time, the definition of early gastric cancer has broadened and the indications for endoscopic treatment have widened. The mean frequency of lymph node metastases increased on the basis of depth of infiltration (mucosa 6 % vs. submucosa 28 %), presence of lymphovascular invasion (absence 9 % vs. presence 53 %), tumour differentiation (differentiated 13 % vs. undifferentiated 34 %) and macroscopic type (elevated 13 % vs. flat 26 %) and tumour diameter (<= 2 cm 8 % vs. >2 cm 25 %). Conclusion There is a need to re-examine the diagnosis and staging of early gastric cancer to ensure that patients with one or more identifiable risk factor for lymph node metastases are not denied appropriate chemotherapy and surgical resection.",Jan-16,2025/4/23 17:57,2025/4/23 20:13,,24-37,,1,30,,Surg. Endosc.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 14 Place: New York Publisher: Springer Web of Science ID: WOS:000369334600003,,,,Early gastric cancer; RISK-FACTORS; endoscopy; PHASE-III TRIAL; PROGNOSTIC-SIGNIFICANCE; ENDOSCOPIC MUCOSAL RESECTION; CLINICOPATHOLOGICAL FEATURES; PREDICTIVE FACTORS; Stomach; ADJUVANT CHEMOTHERAPY; definitions; LYMPH-NODE-METASTASIS; Outcome; SUBMUCOSAL INVASION; SURGICAL-TREATMENT; 941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAUWMRV6,journalArticle,2021,"Song, Jian; Yu, Shuyong; Zhong, Dunjing; Yang, Weizhong; Jia, Zhen; Yuan, Guihong; Li, Ping; Zhang, Ronglin; Li, Yini; Zhong, Guobing; Chen, Zhaowei",The circular RNA hsa_circ_000780 as a potential molecular diagnostic target for gastric cancer,BMC MEDICAL GENOMICS,,1755-8794,10.1186/s12920-021-01096-6,https://bmcmedgenomics.biomedcentral.com/articles/10.1186/s12920-021-01096-6 https://link.springer.com/content/pdf/10.1186/s12920-021-01096-6.pdf,"Background The present study aimed to identify a specific circular RNA (circRNA) for early diagnosis of gastric cancer (GC). Methods Totally 82 patients with GC, 30 with chronic nonatrophic gastritis and 30 with chronic atrophic gastritis were included in this study. Four of the 82 GC patients were selected for screening. Total RNA from malignant and adjacent tissue samples was extracted, and circRNAs in four patients were screened. According to the screening results, the eight most upregulated and downregulated circRNAs with a statistically significant association with GC were identified by real-time fluorescent quantitative polymerase chain reaction (PCR). Then, the most regulated circRNA was selected for further sensitivity and specificity assessments. CircRNA expression was examined by quantitative reverse transcriptase PCR in 78 GC (21 and 57 early and advanced GC, respectively) and adjacent tissue samples, as well as in gastric fluid samples from 30 patients with chronic nonatrophic gastritis, 30 with chronic atrophic gastritis, and 78 GC. Results A total of 445 circRNAs, including 69 upregulated and 376 downregulated circRNAs, showed significantly altered expression in GC tissue samples. Hsa_circ_000780 was significantly downregulated in 80.77% of GC tissue samples, with levels in GC tissue samples correlating with tumor size, tumor stage, T stage, venous invasion, carcinoembryonic antigen amounts, and carbohydrate antigen 19-9 levels. Strikingly, this circRNA was found in the gastric fluid of patients with early and advanced GC. Conclusions The present study uncovered a new circRNA expression profile in human GC, with hsa_circ_000780 significantly downregulated in GC tissue and gastric fluid specimens. These findings indicate that hsa_circ_000780 should be considered a novel biomarker for early GC screening.",2021/11/27,2025/4/23 17:57,2025/4/23 19:57,,282,,1,14,,BMC Med. Genomics,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 10 Place: London Publisher: BMC Web of Science ID: WOS:000722987400001,,,,Gastric cancer; MICRORNAS; Circular RNA; BIOGENESIS; EXPRESSION PROFILE; LONG NONCODING RNAS; hsa_circ_000780; 382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFDIU2W,journalArticle,2016,"Lee, Yoo Jin; Kim, Jie-Hyun; Park, Jae Jun; Youn, Young Hoon; Park, Hyojin; Kim, Jong Won; Choi, Seung Ho; Noh, Sung Hoon",The Implications of Endoscopic Ulcer in Early Gastric Cancer: Can We Predict Clinical Behaviors from Endoscopy?,PLoS ONE,,1932-6203,10.1371/journal.pone.0164339,https://dx.plos.org/10.1371/journal.pone.0164339 http://dx.plos.org/10.1371/journal.pone.0164339,"Background The presence of ulcer in early gastric cancer (EGC) is important for the feasibility of endoscopic resection, only a few studies have examined the clinicopathological implications of endoscopic ulcer in EGC. Objectives To determine the role of endoscopic ulcer as a predictor of clinical behaviors in EGC. Methods Data of 3,270 patients with EGC who underwent surgery between January 2005 and December 2012 were reviewed. Clinicopathological characteristics were analyzed in relation to the presence and stage of ulcer in EGC. Based on endoscopic findings, the stage of ulcer was categorized as active, healing, or scar. Logistic regression analysis was performed to analyze factors associated with lymph node metastasis (LNM). Results 2,343 (71.7%) patients had endoscopic findings of ulceration in EGC. Submucosal (SM) invasion, LNM, lymphovascular invasion (LVI), perineural invasion, and undifferentiated-type histology were significantly higher in ulcerative than non-ulcerative EGC. Comparison across different stages of ulcer revealed that SM invasion, LNM, and LVI were significantly associated with the active stage, and that these features exhibited significant stage-based differences, being most common at the active stage, and least common at the scar stage. The presence of endoscopic ulcer and active status of the ulcer were identified as independent risk factors for LNM. Conclusions Ulcerative EGC detected by endoscopy exhibited more aggressive behaviors than nonulcerative EGC. Additionally, the endoscopic stage of ulcer may predict the clinicopathological behaviors of EGC. Therefore, the appearance of ulcers should be carefully evaluated to determine an adequate treatment strategy for EGC.",2016/10/14,2025/4/23 17:57,2025/4/23 20:11,,e0164339,,10,11,,PLoS One,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 12 Place: San Francisco Publisher: Public Library Science Web of Science ID: WOS:000385507000026,,,,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYUMVTLC,journalArticle,2021,"Li, Zhen; Liu, Jing; Ji, Chao-Ran; Chen, Fei-Xue; Liu, Fu-Guo; Ge, Jian; Chen, Yong; Sun, Xue-Guo; Lu, Yan-Yan; Cheng, Gui-Hua; Zhang, Jie; Li, Peng; Liu, Ji-Yong; Yang, Chong-Mei; Zuo, Xiu-Li; Li, Yan-Qing",Screening for upper gastrointestinal cancers with magnetically controlled capsule gastroscopy: a feasibility study,ENDOSCOPY,,"0013-726X, 1438-8812",10.1055/a-1333-2120,http://www.thieme-connect.de/DOI/DOI?10.1055/a-1333-2120 http://www.thieme-connect.de/products/ejournals/pdf/10.1055/a-1333-2120.pdf,"Background The medical consortium is an intensive and disease-specific association that integrates tertiary public hospitals and medical examination centers in China. We aimed to evaluate the feasibility of the medical consortium for screening upper gastrointestinal (GI) cancers (MCSC) by magnetically controlled capsule gastroscopy (MCCG). Methods 6627 asymptomatic subjects underwent MCCG as part of health check-ups in the MCSC between March and November 2018.Relevant clinical data were collected and analyzed. Results The MCSC detected 32 patients with upper GI cancer (0.48%) confirmed by pathology. The detection rate of early gastric cancer was 16.67% (4/24). Gastric polyps, ulcers, and submucosal tumors were found in 15.54%, 3.76%, and 3.17% of subjects, respectively. The whole GI preparation and operation process were well tolerated. Conclusions The MCSC was a feasible model for upper GI cancer screening, especially for asymptomatic subjects. Further prospective studies with better operational quality control are warranted.",Sep-21,2025/4/23 17:57,2025/4/23 20:00,,914-919,,9,53,,Endoscopy,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 6 Place: Stuttgart Publisher: Georg Thieme Verlag Kg Web of Science ID: WOS:000617320800001,,,,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
